id,Name,titleProject_id,class,score,username,password
134070576464,Крупенова Наталия Андреевна,209,7в,5
83470319802,Корнюшин Илья Юрьевич,44,10т,3
70723506055,Паушева Виолетта Никитична,310,8г,4
76965700455,Берзин Герасим Антонович,349,11т,5
94165212825,Шулунова Алла Алексеевна,54,7д,4
117321687636,Трепашова София Яковлевна,399,11а,2
75143184340,Чумейкин Константин Антонович,8,8б,5
109586918159,Польшиков Денис Игоревич,495,9и,2
91630851918,Медоусова Жанна Романовна,252,7б,2
127230479261,Акуратова Клавдия Андреевна,92,9г,5
115156259707,Курмеева Елизавета Валерьевна,486,8а,5
94937321111,Бадов Александр Аркадиевич,217,10г,3
101205617658,Бакушин Эдуард Адамович,265,7б,5
87515460036,Чебина Инна Сергеевна,273,10т,2
119918881721,Подледнова Наталья Ивановна,112,11и,3
88905540379,Садгеева Лиза Евгеньевна,460,11г,3
78582828282,Акушин Борис Павлович,493,9т,2
65162810681,Аришев Руслан Кириллович,379,10т,3
88201347693,Гуслова Кристина Олеговна,389,9в,2
121370180378,Глоточкина Оксана Аркадьевна,370,9и,5
117640260231,Шапина Маргарита Романовна,163,8б,5
108253523941,Дурылин Георгий Валериевич,261,11т,4
96412234518,Болкисева Анна Викторовна,248,7х,4
113208721793,Багапов Вячеслав Сергеевич,99,7д,4
82663070054,Люцарева Яна Аркадьевна,376,11б,2
113709454432,Боготынина София Егоровна,63,11б,5
100383630944,Саюшкин Игорь Алексиевич,211,11х,5
93760637387,Потешных Тамара Николаевна,468,11в,3
82795467591,Незлина Жанна Василевна,426,8б,5
114867908884,Федичева Вероника Кирилловна,37,7х,4
122995632822,Пустынкин Вадим Антонович,388,10в,5
101401010322,Аринакова Ирина Михайловна,150,8в,5
89680317838,Обиралкова Мария Егоровна,294,11т,5
116583926779,Аристарова Валентина Максимовна,443,11г,2
82412590584,Яуров Герасим Юрьевич,38,9а,5
140279209254,Духонькин Вячеслав Фёдорович,2,9в,4
108101535212,Гвасков Евгений Михаилович,402,9в,5
95820719433,Жабынина Галина Николаевна,185,7х,5
111786947234,Шерюкова Виолетта Романовна,440,9б,4
104043312890,Колокатов Пётр Евгеньевич,484,10в,3
98440362983,Шайдуков Андрей Михаилович,317,9и,4
113252729602,Смирнягина Дарья Игоревна,425,10в,4
42274254248,Штырева Ева Олеговна,258,11и,2
101025710177,Ашукин Вячеслав Михаилович,191,10т,4
122545942441,Рубченкова Галина Алексеевна,190,9в,3
92715147107,Зархин Иван Алексиевич,478,11и,5
91038093330,Адиотов Дмитрий Павлович,156,7б,3
103824691370,Тищенкова Раиса Валерьевна,79,7д,3
56587588558,Лозеев Илья Петрович,205,10д,2
117075558638,Кобяшов Герасим Михаилович,305,11т,2
102178314060,Ронова Клавдия Валерьевна,107,7и,4
124857535011,Стрижнов Алексей Евгеньевич,385,11г,3
132941568441,Волынский Алексей Виталиевич,362,11т,5
102096672880,Машонский Василий Данилович,23,9д,5
93059721295,Буриева Зинаида Аркадьевна,104,11д,4
59221984533,Борщина Алёна Ивановна,377,11а,5
89061647589,Белчков Олег Иванович,275,10а,4
129736073418,Остропиков Альберт Данилович,157,8г,2
108164067993,Оргонова Любовь Максимовна,264,7б,4
92117386838,Мальков Юрий Евгеньевич,228,7г,3
81951176881,Свльхова Наталья Вадимовна,160,9т,5
113820576997,Мякушков Герасим Леонидович,102,10т,3
92877903065,Межуев Георгий Юриевич,355,8г,4
127568702054,Чериншев Александр Сергеевич,439,8а,2
94275215208,Муниров Алексей Андреевич,117,11г,3
92441828532,Климухин Руслан Романович,269,10в,3
123541073676,Дембская Екатерина Никитична,64,11б,4
69935932540,Тюнеев Яков Фёдорович,417,10т,2
82826787288,Трушитин Антон Данилович,168,9х,3
104087207900,Балакишиев Роман Алексиевич,143,11х,5
121950291919,Немтюрева Валерия Аркадьевна,12,10г,4
102819161618,Складанова Клавдия Аркадьевна,257,9а,3
88495064739,Заходина Полина Леонидовна,93,10д,4
102336444463,Муринов Анатолий Борисович,171,11б,5
132366343988,Гришалова Любовь Евгеньевна,301,8т,3
118001712489,Ситчихин Станислав Георгиевич,247,8т,5
111854396939,Просяных Георгий Василиевич,366,9в,2
116638347522,Дзабиев Григорий Георгиевич,259,11д,5
115967368535,Рыбаулин Григорий Алексеевич,140,11а,5
74100536174,Тупиева Екатерина Ивановна,400,7д,2
111009089761,Куверчева Алена Ивановна,170,10д,3
144040183489,Цаблинова Виктория Богдановна,342,9г,4
113421769547,Синенков Григорий Леонидович,230,9в,5
85454904062,Лизункин Артур Олегович,4,11в,5
157263281249,Славущева Александра Эдуардовна,81,8а,5
92299881515,Шахвердов Дмитрий Антонович,132,11б,2
86033324439,Рапацкая Ольга Ивановна,223,10г,3
111204186827,Сторокожев Виталий Аркадиевич,159,9б,2
106350587917,Половодов Кирилл Николаевич,18,8т,5
103590991717,Халтанова Алена Дмитриевна,49,8б,3
87937936268,Заложнев Роман Фёдорович,448,8в,4
61906268086,Рыжих Кристина Аркадьевна,213,7а,4
69607477127,Буров Руслан Игоревич,405,11и,5
82127324951,Гачков Виталий Евгеньевич,277,9т,4
123097980187,Кадилов Геннадий Борисович,225,10в,3
71566305156,Гликина Алёна Эдуардовна,454,9б,3
106000289503,Ичкинина Любовь Андреевна,299,8г,5
92920085556,Мозшорина Кира Дмитриевна,65,8б,3
117491919574,Брижеватов Константин Борисович,152,11т,2
84262762471,Бучеров Тарас Викторович,429,10д,4
125189812830,Мисютина Валерия Эдуардовна,368,9г,2
80218651446,Льянов Федор Вадимович,328,8а,4
99184303906,Щуркин Георгий Яковлевич,180,8в,4
78182081651,Акулин Федор Адамович,241,10г,4
105186685689,Волженкова Екатерина Ивановна,233,9д,4
119552599819,Махометова София Викторовна,424,8и,3
103180089885,Зызлов Геннадий Антонович,274,7в,3
99482518260,Девляшова Кира Олеговна,51,11д,5
107359298167,Яковкина Алена Никитична,320,9т,5
84140378744,Бузулев Вадим Николаевич,331,10д,3
85064100338,Ганельский Юрий Юриевич,474,9д,3
98078305889,Шкапрова Ева Ивановна,371,7б,5
117962555345,Чичирин Владимир Георгиевич,11,10а,4
111068794257,Шилова Надежда Викторовна,124,9б,2
68804381314,Коваев Руслан Михаилович,487,9т,3
94635778513,Саверина Надежда Андреевна,407,11б,4
71663759103,Тишанкин Олег Адамович,334,9д,3
111741470161,Широпаев Валерий Сергеевич,406,9б,2
84832619514,Щепанин Олег Адамович,226,7а,3
113866724982,Оплетин Владислав Аркадиевич,361,10х,4
78820450151,Оденова Карина Андреевна,409,8и,4
101410096831,Семагин Альберт Андреевич,456,10х,4
114828079550,Черданцева Анастасия Олеговна,128,8х,3
116920965434,Лонцова Елизавета Эдуардовна,224,7х,3
87665614198,Сарсекеева Алёна Никитична,462,11и,4
127212372892,Аковецкий Антон Евгеньевич,500,8б,4
119599820681,Аратский Станислав Борисович,351,9и,2
86019239728,Чужриков Пётр Денисович,200,9в,3
114494170528,Никитшин Алексей Кириллович,111,11и,3
119305858895,Симендяев Василий Алексиевич,45,8д,4
79707241544,Ошитков Максим Сергеевич,151,10г,4
70966365840,Юрасов Евгений Романович,338,9и,3
87186004994,Головяшин Павел Юриевич,179,7г,5
133802394271,Манжурина Екатерина Сергеевна,219,7т,3
118148416533,Никурашин Олег Евгеньевич,291,11х,2
88132937080,Бехтерев Федор Вадимович,137,9х,3
119506247425,Годлевская Катерина Дмитриевна,403,11г,3
85858072876,Акиярова Алина Эдуардовна,9,11а,4
101385045978,Милина Алена Петровна,359,8г,3
92026407500,Воловин Борис Викторович,350,7т,2
98863415532,Туморина Ксения Федоровна,133,8б,5
91801184224,Желейков Вячеслав Яковлевич,199,8г,3
127065516148,Шишорнина Екатерина Алексеевна,183,8т,3
106739190412,Юумогулова Виолетта Игоревна,311,10х,3
82395303240,Рецков Денис Денисович,85,10д,2
119718611698,Химунина Елизавета Ивановна,392,7д,2
110977342117,Кобрянов Александр Алексиевич,455,7т,2
96977374137,Бирылов Тарас Данилович,243,11а,3
131513208222,Туфатулин Ярослав Леонидович,485,8х,4
106746039953,Долбишев Николай Аркадиевич,292,10б,5
99678034753,Махтумова Алёна Эдуардовна,186,10б,4
130950877225,Нарзаркин Алексей Романович,423,10т,2
105736660968,Куранина Алена Леонидовна,196,9б,4
112028481867,Ситюков Аркадий Евгеньевич,32,10в,3
99687678368,Мизюрова Алиса Никитична,176,7г,4
100370399828,Пандурова Алиса Дмитриевна,130,9б,2
76349077093,Жилейкин Борис Тимофеевич,91,7в,2
116428167889,Корпункова Виолетта Сергеевна,83,11а,3
126201516593,Пашохонова Анастасия Федоровна,467,9в,4
124008522004,Сузальцева Тамара Михайловна,357,8х,4
113803512180,Чиличкина Светлана Яковлевна,5,8в,5
121351022234,Шантыкова Карина Максимовна,198,10д,3
126996942480,Недосекин Владислав Яковлевич,457,10а,4
127673410652,Максимкин Федор Фёдорович,172,10г,2
119626380114,Матбиюшина Виктория Игоревна,237,8д,2
100617849295,Шишкунов Герасим Юрьевич,110,8т,4
111025458855,Сухинин Георгий Алексиевич,475,10х,4
75556424615,Бисеева Полина Романовна,48,7д,5
76265458777,Жукулов Михаил Денисович,60,11г,3
88728954196,Тоняев Герасим Петрович,378,9т,5
107991601157,Шушенкова Алёна Олеговна,36,7и,2
88806959677,Разроев Дмитрий Павлович,59,9а,2
99499563747,Баззаев Анатолий Данилович,339,9д,2
51167714526,Цекова Алла Олеговна,50,8д,2
107918174814,Аборонова Алиса Алексеевна,444,7г,5
92952260940,Ягловская Ева Олеговна,181,8в,4
89679251736,Шароварова Яна Романовна,175,8а,4
79290313199,Общев Яков Викторович,466,8а,4
129338487246,Ойзерская Катерина Эдуардовна,120,7х,2
95164009766,Прусский Ярослав Иванович,479,11б,2
105309606576,Лабинов Павел Алексеевич,272,7б,5
78248898438,Покровов Эдуард Павлович,312,8б,2
88409071009,Мачехин Эдуард Данилович,19,7д,3
95151135440,Кодорская Раиса Ивановна,27,11б,3
106336865473,Кондраева Марина Ивановна,469,9д,3
113854407520,Бульенков Валентин Иванович,136,10т,4
107144101117,Тагакова Вероника Яковлевна,393,8т,4
135066629377,Гершанова Любовь Евгеньевна,383,11т,5
100825067495,Салина Алена Егоровна,73,11в,5
93242297721,Фрумова Зинаида Аркадьевна,78,8а,4
61068392601,Хорняков Борис Борисович,13,8г,2
99206807369,Гдагазина Лиза Василевна,212,9т,5
89395109471,Агаршев Ярослав Михаилович,276,9т,2
90250719893,Корюшин Пётр Антонович,326,8х,2
78197172744,Калаев Пётр Алексиевич,68,8а,3
125112533537,Ккаталкина Виолетта Егоровна,53,7б,2
84202502286,Рачнов Герасим Алексеевич,103,10а,5
137248336360,Миндубаева Людмила Леонидовна,477,11и,2
65596012198,Агафьева Вера Ивановна,352,11х,3
78522621669,Житин Эдуард Адамович,481,9а,5
